Comment Head	Comment Body	Comment Rating
 really superb	"i watched this movie just to pass out some good time... and you know what.. i had sore and wet eyes at the end.. i don't know why but the movie's end, couldn't stop myself..andy's portrayal by tim robbins and red's by morgan freeman was absolutely great..i like and love andy's philosophy that ""hope is a good thing.."" .. and i have tried to inculcate that in me.. i just loved the movie.. i was like.. whats this, its ended so fast.. i didn't it want to end.. i am not a con and neither i wanna be.. but it has shown even the guys out there in the prisons also can be innocent.. and to prove their innocence they can go to any lengths.. i mean that they also have got something in them.. their hearts.. the spirit shown by andy was absolutely great.. it shows that when you want to do something, do it with full heart.. i have just finished it..but i'm sure i m gonna watch this very often, and am not going to forget it for a long length of time.."	10
 This Movie Saved My Life.	I have been a fan of this movie for a long time.It seems that ever time my life hits a downward spiral, I can always seem to pop this movie in, and come up with a solution to my pending problem. It somehow gives Me sense of peace and inner strength.So, It wasn't all that strange for me to pop it in when I was going through a rough patch in my marriage. I found myself identifying with many of the characters in this movie.Many of them are trapped in a world of regret and mourning, due to a mistake that had been made early on in their lives. This film gave me the strength to escape from my world of misery. And now I am able to say I, Like Andy broke out of my own personal Shawshank.My Ex isn't too happy about the divorce. But life is much better now. And I feel saved from a life of unhappiness, Due to a mistake of a marriage to early in life.Thank You Frank Durabont.Your film saved my life.	9
" The UNIVERSALITY of Shawshank:. Andy Dufresne as ""EVERYMAN"""		10
 I didn't think films could be this good....		10
 Simply Perfect	Like I did a few years back, you might be hesitating about watching this film. The title didn't appeal to me, and neither did the subject matter, so it was only by chance that I started to watch it.I can only say that the film was a revelation for me and has stayed with me ever since. There are so many dark and hopeless films out there which, whilst they leave an impression, leave the wrong one i.e that there is no hope in life. Watch this film and be uplifted and be encouraged by the message...that there is ALWAYS hope....in any situation.Please watch this film and the watch it again. It's a great answer to all the cynicism that is out there.	10
 One of the best movies I have ever seen	This movie is one of the best I have ever seen. I first read the book, and I didn't liked it that much, but then I saw the movie. And that's a things that's never happened to me before, the movie was better than the book. It's the other way normally. But in this case, the movie is so much better, I like the end more than in the book. Watch the movie, it is great.	10
 Well Worth A Read.	"I enjoyed reading Stephen King's short story ""Rita Hayworth And Shawshank Redemption"" from the book ""Different Seasons"" more than watching the movie. However, it's still one of my favourite movies of all time.It has very few peers, and has to be seen. It is Awesome."	10
 The writing was there	I really loved this movie I watch 2 time actually but it was too long	8
 Masterpiece	One of the epic and remembered movie of all the time.it's an one of the best movie ever watched.	10
 WYLION - Do you trust your wife? You can definitely trust me!	The question you have to ask is, wasn't this the most well made movie to date? I think so, but what makes this movie so special?To make a movie special you really need to look at it in a different way. Where other phenomenal movies have many of the same characteristics as this one, The Shawshank Redemption has that little bit extra. Yes the performances are brilliant and yes the pace of the movie is well thought out but there are many other movies that are great for the same reasons as that.What is different about this movie is that the creators were not afraid to go outside the lines. I mean look at most movies, they usually go from OK to good, to bad and then back to good again. On top of that nothing really deviates from the main story line nowhere-days as to keep the run time as low as possible. If The Shawshank Redemption was made in 2019 it would be significantly shorter and this is all down to production company want to keep the run time as low as possible. Now I am not say this masterpiece is long because it isn't. It only sits at 142 minutes but there are scenes that might be see as unnecessary by the untrained eye. Let's look at the massive deviation of the movie, the release of Brooks Hatlen. Now this scene is extremely important for the entire movie. It truly shows how a person can fall into that routine and become institutionalized. It gives us an idea on real life and opens our eyes to something as sad as this.The Shawshank Redemption is up and down throughout with just fantastic character development. It puts you in the movie and you can really feel how the characters are feeling and how awful the prison environment is or was in real life. It didn't follow any stereotypes it just educated us on what is really going on in the world. It sticks to the theme of real life by having two of the non-criminals being the antagonists throughout. It shows us how people in the real world abuse the power they have over one an other. We live in a cruel world and Frank Darabont hit the nail on the head with this timeless movie classic.	10
